"Source","Target","Sig_correlations"
"Cervix - Ectocervix","Whole Blood_secretomics",0
"Cervix - Endocervix","Adipose - Subcutaneous_secretomics",0
"Cervix - Endocervix","Adipose - Visceral (Omentum)_secretomics",0
"Cervix - Endocervix","Adrenal Gland_secretomics",0
"Cervix - Endocervix","Artery - Aorta_secretomics",0
"Cervix - Endocervix","Artery - Coronary_secretomics",0
"Cervix - Endocervix","Artery - Tibial_secretomics",0
"Cervix - Endocervix","Bladder_secretomics",0
"Cervix - Endocervix","Brain - Amygdala_secretomics",0
"Cervix - Endocervix","Brain - Anterior cingulate cortex (BA24)_secretomics",0
"Cervix - Endocervix","Brain - Caudate (basal ganglia)_secretomics",0
"Cervix - Endocervix","Brain - Cerebellar Hemisphere_secretomics",0
"Cervix - Endocervix","Brain - Cerebellum_secretomics",0
"Cervix - Endocervix","Brain - Cortex_secretomics",0
"Cervix - Endocervix","Brain - Frontal Cortex (BA9)_secretomics",0
"Cervix - Endocervix","Brain - Hippocampus_secretomics",0
"Cervix - Endocervix","Brain - Hypothalamus_secretomics",0
"Cervix - Endocervix","Brain - Nucleus accumbens (basal ganglia)_secretomics",0
"Cervix - Endocervix","Brain - Putamen (basal ganglia)_secretomics",0
"Cervix - Endocervix","Brain - Spinal cord (cervical c-1)_secretomics",0
"Cervix - Endocervix","Brain - Substantia nigra_secretomics",0
"Cervix - Endocervix","Breast - Mammary Tissue_secretomics",0
"Cervix - Endocervix","Cells - Cultured fibroblasts_secretomics",0
"Cervix - Endocervix","Cells - EBV-transformed lymphocytes_secretomics",0
"Cervix - Endocervix","Cervix - Ectocervix_secretomics",0
"Cervix - Endocervix","Colon - Sigmoid_secretomics",0
"Cervix - Endocervix","Colon - Transverse_secretomics",0
"Cervix - Endocervix","Esophagus - Gastroesophageal Junction_secretomics",0
"Cervix - Endocervix","Esophagus - Mucosa_secretomics",0
"Cervix - Endocervix","Esophagus - Muscularis_secretomics",0
"Cervix - Endocervix","Fallopian Tube_secretomics",0
"Cervix - Endocervix","Heart - Atrial Appendage_secretomics",0
"Cervix - Endocervix","Heart - Left Ventricle_secretomics",0
"Cervix - Endocervix","Kidney - Cortex_secretomics",0
"Cervix - Endocervix","Kidney - Medulla_secretomics",0
"Cervix - Endocervix","Liver_secretomics",0
"Cervix - Endocervix","Lung_secretomics",0
"Cervix - Endocervix","Minor Salivary Gland_secretomics",0
"Cervix - Endocervix","Muscle - Skeletal_secretomics",1
"Cervix - Endocervix","Nerve - Tibial_secretomics",0
"Cervix - Endocervix","Ovary_secretomics",4
"Cervix - Endocervix","Pancreas_secretomics",0
"Cervix - Endocervix","Pituitary_secretomics",0
"Cervix - Endocervix","Prostate_secretomics",0
"Cervix - Endocervix","Skin - Not Sun Exposed (Suprapubic)_secretomics",0
"Cervix - Endocervix","Skin - Sun Exposed (Lower leg)_secretomics",1
"Cervix - Endocervix","Small Intestine - Terminal Ileum_secretomics",0
"Cervix - Endocervix","Spleen_secretomics",0
"Cervix - Endocervix","Stomach_secretomics",0
"Cervix - Endocervix","Testis_secretomics",0
"Cervix - Endocervix","Thyroid_secretomics",0
"Cervix - Endocervix","Uterus_secretomics",0
"Cervix - Endocervix","Vagina_secretomics",0
"Cervix - Endocervix","Whole Blood_secretomics",0
"Colon - Sigmoid","Adipose - Subcutaneous_secretomics",11070
"Colon - Sigmoid","Adipose - Visceral (Omentum)_secretomics",15019
"Colon - Sigmoid","Adrenal Gland_secretomics",1592
"Colon - Sigmoid","Artery - Aorta_secretomics",8632
"Colon - Sigmoid","Artery - Coronary_secretomics",509
"Colon - Sigmoid","Artery - Tibial_secretomics",8115
"Colon - Sigmoid","Bladder_secretomics",0
"Colon - Sigmoid","Brain - Amygdala_secretomics",3
"Colon - Sigmoid","Brain - Anterior cingulate cortex (BA24)_secretomics",1
"Colon - Sigmoid","Brain - Caudate (basal ganglia)_secretomics",11
"Colon - Sigmoid","Brain - Cerebellar Hemisphere_secretomics",21
"Colon - Sigmoid","Brain - Cerebellum_secretomics",37
"Colon - Sigmoid","Brain - Cortex_secretomics",37
"Colon - Sigmoid","Brain - Frontal Cortex (BA9)_secretomics",5
"Colon - Sigmoid","Brain - Hippocampus_secretomics",0
"Colon - Sigmoid","Brain - Hypothalamus_secretomics",2
"Colon - Sigmoid","Brain - Nucleus accumbens (basal ganglia)_secretomics",7
"Colon - Sigmoid","Brain - Putamen (basal ganglia)_secretomics",6
"Colon - Sigmoid","Brain - Spinal cord (cervical c-1)_secretomics",5
"Colon - Sigmoid","Brain - Substantia nigra_secretomics",1
"Colon - Sigmoid","Breast - Mammary Tissue_secretomics",2957
"Colon - Sigmoid","Cells - Cultured fibroblasts_secretomics",2041
"Colon - Sigmoid","Cells - EBV-transformed lymphocytes_secretomics",14
"Colon - Sigmoid","Cervix - Ectocervix_secretomics",0
"Colon - Sigmoid","Cervix - Endocervix_secretomics",0
"Colon - Sigmoid","Colon - Transverse_secretomics",2907
"Colon - Sigmoid","Esophagus - Gastroesophageal Junction_secretomics",4842
"Colon - Sigmoid","Esophagus - Mucosa_secretomics",11144
"Colon - Sigmoid","Esophagus - Muscularis_secretomics",10324
"Colon - Sigmoid","Fallopian Tube_secretomics",0
"Colon - Sigmoid","Heart - Atrial Appendage_secretomics",11991
"Colon - Sigmoid","Heart - Left Ventricle_secretomics",11620
"Colon - Sigmoid","Kidney - Cortex_secretomics",16
"Colon - Sigmoid","Kidney - Medulla_secretomics",0
"Colon - Sigmoid","Liver_secretomics",943
"Colon - Sigmoid","Lung_secretomics",9413
"Colon - Sigmoid","Minor Salivary Gland_secretomics",93
"Colon - Sigmoid","Muscle - Skeletal_secretomics",19031
"Colon - Sigmoid","Nerve - Tibial_secretomics",12042
"Colon - Sigmoid","Ovary_secretomics",395
"Colon - Sigmoid","Pancreas_secretomics",1155
"Colon - Sigmoid","Pituitary_secretomics",416
"Colon - Sigmoid","Prostate_secretomics",473
"Colon - Sigmoid","Skin - Not Sun Exposed (Suprapubic)_secretomics",20085
"Colon - Sigmoid","Skin - Sun Exposed (Lower leg)_secretomics",10796
"Colon - Sigmoid","Small Intestine - Terminal Ileum_secretomics",104
"Colon - Sigmoid","Spleen_secretomics",479
"Colon - Sigmoid","Stomach_secretomics",675
"Colon - Sigmoid","Testis_secretomics",6513
"Colon - Sigmoid","Thyroid_secretomics",14825
"Colon - Sigmoid","Uterus_secretomics",69
"Colon - Sigmoid","Vagina_secretomics",113
"Colon - Sigmoid","Whole Blood_secretomics",24501
"Colon - Transverse","Adipose - Subcutaneous_secretomics",13940
"Colon - Transverse","Adipose - Visceral (Omentum)_secretomics",12906
"Colon - Transverse","Adrenal Gland_secretomics",6517
"Colon - Transverse","Artery - Aorta_secretomics",7071
"Colon - Transverse","Artery - Coronary_secretomics",235
"Colon - Transverse","Artery - Tibial_secretomics",11086
"Colon - Transverse","Bladder_secretomics",8
"Colon - Transverse","Brain - Amygdala_secretomics",5
"Colon - Transverse","Brain - Anterior cingulate cortex (BA24)_secretomics",0
"Colon - Transverse","Brain - Caudate (basal ganglia)_secretomics",0
"Colon - Transverse","Brain - Cerebellar Hemisphere_secretomics",20
"Colon - Transverse","Brain - Cerebellum_secretomics",8
"Colon - Transverse","Brain - Cortex_secretomics",27
"Colon - Transverse","Brain - Frontal Cortex (BA9)_secretomics",10
"Colon - Transverse","Brain - Hippocampus_secretomics",3
"Colon - Transverse","Brain - Hypothalamus_secretomics",9
"Colon - Transverse","Brain - Nucleus accumbens (basal ganglia)_secretomics",7
"Colon - Transverse","Brain - Putamen (basal ganglia)_secretomics",6
"Colon - Transverse","Brain - Spinal cord (cervical c-1)_secretomics",7
"Colon - Transverse","Brain - Substantia nigra_secretomics",2
"Colon - Transverse","Breast - Mammary Tissue_secretomics",3638
"Colon - Transverse","Cells - Cultured fibroblasts_secretomics",2988
"Colon - Transverse","Cells - EBV-transformed lymphocytes_secretomics",1
"Colon - Transverse","Cervix - Ectocervix_secretomics",0
"Colon - Transverse","Cervix - Endocervix_secretomics",0
"Colon - Transverse","Colon - Sigmoid_secretomics",4651
"Colon - Transverse","Esophagus - Gastroesophageal Junction_secretomics",9005
"Colon - Transverse","Esophagus - Mucosa_secretomics",16123
"Colon - Transverse","Esophagus - Muscularis_secretomics",15510
"Colon - Transverse","Fallopian Tube_secretomics",0
"Colon - Transverse","Heart - Atrial Appendage_secretomics",11356
"Colon - Transverse","Heart - Left Ventricle_secretomics",24748
"Colon - Transverse","Kidney - Cortex_secretomics",7
"Colon - Transverse","Kidney - Medulla_secretomics",0
"Colon - Transverse","Liver_secretomics",3398
"Colon - Transverse","Lung_secretomics",21608
"Colon - Transverse","Minor Salivary Gland_secretomics",9
"Colon - Transverse","Muscle - Skeletal_secretomics",21589
"Colon - Transverse","Nerve - Tibial_secretomics",14780
"Colon - Transverse","Ovary_secretomics",432
"Colon - Transverse","Pancreas_secretomics",3647
"Colon - Transverse","Pituitary_secretomics",37
"Colon - Transverse","Prostate_secretomics",2491
"Colon - Transverse","Skin - Not Sun Exposed (Suprapubic)_secretomics",18860
"Colon - Transverse","Skin - Sun Exposed (Lower leg)_secretomics",15445
"Colon - Transverse","Small Intestine - Terminal Ileum_secretomics",149
"Colon - Transverse","Spleen_secretomics",1511
"Colon - Transverse","Stomach_secretomics",767
"Colon - Transverse","Testis_secretomics",12340
"Colon - Transverse","Thyroid_secretomics",18525
"Colon - Transverse","Uterus_secretomics",47
"Colon - Transverse","Vagina_secretomics",183
"Colon - Transverse","Whole Blood_secretomics",16585
"Esophagus - Gastroesophageal Junction","Adipose - Subcutaneous_secretomics",14068
"Esophagus - Gastroesophageal Junction","Adipose - Visceral (Omentum)_secretomics",20679
"Esophagus - Gastroesophageal Junction","Adrenal Gland_secretomics",3300
"Esophagus - Gastroesophageal Junction","Artery - Aorta_secretomics",8494
"Esophagus - Gastroesophageal Junction","Artery - Coronary_secretomics",1189
"Esophagus - Gastroesophageal Junction","Artery - Tibial_secretomics",10649
"Esophagus - Gastroesophageal Junction","Bladder_secretomics",0
"Esophagus - Gastroesophageal Junction","Brain - Amygdala_secretomics",8
"Esophagus - Gastroesophageal Junction","Brain - Anterior cingulate cortex (BA24)_secretomics",12
"Esophagus - Gastroesophageal Junction","Brain - Caudate (basal ganglia)_secretomics",11
"Esophagus - Gastroesophageal Junction","Brain - Cerebellar Hemisphere_secretomics",74
"Esophagus - Gastroesophageal Junction","Brain - Cerebellum_secretomics",55
"Esophagus - Gastroesophageal Junction","Brain - Cortex_secretomics",38
"Esophagus - Gastroesophageal Junction","Brain - Frontal Cortex (BA9)_secretomics",30
"Esophagus - Gastroesophageal Junction","Brain - Hippocampus_secretomics",3
"Esophagus - Gastroesophageal Junction","Brain - Hypothalamus_secretomics",10
"Esophagus - Gastroesophageal Junction","Brain - Nucleus accumbens (basal ganglia)_secretomics",5
"Esophagus - Gastroesophageal Junction","Brain - Putamen (basal ganglia)_secretomics",3
"Esophagus - Gastroesophageal Junction","Brain - Spinal cord (cervical c-1)_secretomics",8
"Esophagus - Gastroesophageal Junction","Brain - Substantia nigra_secretomics",0
"Esophagus - Gastroesophageal Junction","Breast - Mammary Tissue_secretomics",6290
"Esophagus - Gastroesophageal Junction","Cells - Cultured fibroblasts_secretomics",1568
"Esophagus - Gastroesophageal Junction","Cells - EBV-transformed lymphocytes_secretomics",20
"Esophagus - Gastroesophageal Junction","Cervix - Ectocervix_secretomics",0
"Esophagus - Gastroesophageal Junction","Cervix - Endocervix_secretomics",0
"Esophagus - Gastroesophageal Junction","Colon - Sigmoid_secretomics",4685
"Esophagus - Gastroesophageal Junction","Colon - Transverse_secretomics",4024
"Esophagus - Gastroesophageal Junction","Esophagus - Mucosa_secretomics",19098
"Esophagus - Gastroesophageal Junction","Esophagus - Muscularis_secretomics",23352
"Esophagus - Gastroesophageal Junction","Fallopian Tube_secretomics",0
"Esophagus - Gastroesophageal Junction","Heart - Atrial Appendage_secretomics",17437
"Esophagus - Gastroesophageal Junction","Heart - Left Ventricle_secretomics",18889
"Esophagus - Gastroesophageal Junction","Kidney - Cortex_secretomics",9
"Esophagus - Gastroesophageal Junction","Kidney - Medulla_secretomics",0
"Esophagus - Gastroesophageal Junction","Liver_secretomics",3011
"Esophagus - Gastroesophageal Junction","Lung_secretomics",16239
"Esophagus - Gastroesophageal Junction","Minor Salivary Gland_secretomics",28
"Esophagus - Gastroesophageal Junction","Muscle - Skeletal_secretomics",22360
"Esophagus - Gastroesophageal Junction","Nerve - Tibial_secretomics",18387
"Esophagus - Gastroesophageal Junction","Ovary_secretomics",588
"Esophagus - Gastroesophageal Junction","Pancreas_secretomics",3265
"Esophagus - Gastroesophageal Junction","Pituitary_secretomics",240
"Esophagus - Gastroesophageal Junction","Prostate_secretomics",737
"Esophagus - Gastroesophageal Junction","Skin - Not Sun Exposed (Suprapubic)_secretomics",20994
"Esophagus - Gastroesophageal Junction","Skin - Sun Exposed (Lower leg)_secretomics",14297
"Esophagus - Gastroesophageal Junction","Small Intestine - Terminal Ileum_secretomics",223
"Esophagus - Gastroesophageal Junction","Spleen_secretomics",703
"Esophagus - Gastroesophageal Junction","Stomach_secretomics",838
"Esophagus - Gastroesophageal Junction","Testis_secretomics",9236
"Esophagus - Gastroesophageal Junction","Thyroid_secretomics",19012
"Esophagus - Gastroesophageal Junction","Uterus_secretomics",173
"Esophagus - Gastroesophageal Junction","Vagina_secretomics",321
"Esophagus - Gastroesophageal Junction","Whole Blood_secretomics",26214
"Esophagus - Mucosa","Adipose - Subcutaneous_secretomics",25326
"Esophagus - Mucosa","Adipose - Visceral (Omentum)_secretomics",26419
"Esophagus - Mucosa","Adrenal Gland_secretomics",8608
"Esophagus - Mucosa","Artery - Aorta_secretomics",18158
"Esophagus - Mucosa","Artery - Coronary_secretomics",2687
"Esophagus - Mucosa","Artery - Tibial_secretomics",17729
"Esophagus - Mucosa","Bladder_secretomics",1
"Esophagus - Mucosa","Brain - Amygdala_secretomics",1
"Esophagus - Mucosa","Brain - Anterior cingulate cortex (BA24)_secretomics",8
"Esophagus - Mucosa","Brain - Caudate (basal ganglia)_secretomics",6
"Esophagus - Mucosa","Brain - Cerebellar Hemisphere_secretomics",11
"Esophagus - Mucosa","Brain - Cerebellum_secretomics",41
"Esophagus - Mucosa","Brain - Cortex_secretomics",15
"Esophagus - Mucosa","Brain - Frontal Cortex (BA9)_secretomics",10
"Esophagus - Mucosa","Brain - Hippocampus_secretomics",1
"Esophagus - Mucosa","Brain - Hypothalamus_secretomics",2
"Esophagus - Mucosa","Brain - Nucleus accumbens (basal ganglia)_secretomics",4
"Esophagus - Mucosa","Brain - Putamen (basal ganglia)_secretomics",18
"Esophagus - Mucosa","Brain - Spinal cord (cervical c-1)_secretomics",6
"Esophagus - Mucosa","Brain - Substantia nigra_secretomics",1
"Esophagus - Mucosa","Breast - Mammary Tissue_secretomics",8232
"Esophagus - Mucosa","Cells - Cultured fibroblasts_secretomics",8025
"Esophagus - Mucosa","Cells - EBV-transformed lymphocytes_secretomics",814
"Esophagus - Mucosa","Cervix - Ectocervix_secretomics",0
"Esophagus - Mucosa","Cervix - Endocervix_secretomics",0
"Esophagus - Mucosa","Colon - Sigmoid_secretomics",10182
"Esophagus - Mucosa","Colon - Transverse_secretomics",8905
"Esophagus - Mucosa","Esophagus - Gastroesophageal Junction_secretomics",19307
"Esophagus - Mucosa","Esophagus - Muscularis_secretomics",31922
"Esophagus - Mucosa","Fallopian Tube_secretomics",0
"Esophagus - Mucosa","Heart - Atrial Appendage_secretomics",15926
"Esophagus - Mucosa","Heart - Left Ventricle_secretomics",32867
"Esophagus - Mucosa","Kidney - Cortex_secretomics",19
"Esophagus - Mucosa","Kidney - Medulla_secretomics",0
"Esophagus - Mucosa","Liver_secretomics",6376
"Esophagus - Mucosa","Lung_secretomics",34185
"Esophagus - Mucosa","Minor Salivary Gland_secretomics",180
"Esophagus - Mucosa","Muscle - Skeletal_secretomics",37394
"Esophagus - Mucosa","Nerve - Tibial_secretomics",28182
"Esophagus - Mucosa","Ovary_secretomics",1963
"Esophagus - Mucosa","Pancreas_secretomics",6101
"Esophagus - Mucosa","Pituitary_secretomics",107
"Esophagus - Mucosa","Prostate_secretomics",2088
"Esophagus - Mucosa","Skin - Not Sun Exposed (Suprapubic)_secretomics",30353
"Esophagus - Mucosa","Skin - Sun Exposed (Lower leg)_secretomics",26305
"Esophagus - Mucosa","Small Intestine - Terminal Ileum_secretomics",431
"Esophagus - Mucosa","Spleen_secretomics",1251
"Esophagus - Mucosa","Stomach_secretomics",1703
"Esophagus - Mucosa","Testis_secretomics",21111
"Esophagus - Mucosa","Thyroid_secretomics",30399
"Esophagus - Mucosa","Uterus_secretomics",977
"Esophagus - Mucosa","Vagina_secretomics",958
"Esophagus - Mucosa","Whole Blood_secretomics",42096
"Esophagus - Muscularis","Adipose - Subcutaneous_secretomics",26570
"Esophagus - Muscularis","Adipose - Visceral (Omentum)_secretomics",25422
"Esophagus - Muscularis","Adrenal Gland_secretomics",7089
"Esophagus - Muscularis","Artery - Aorta_secretomics",23082
"Esophagus - Muscularis","Artery - Coronary_secretomics",2862
"Esophagus - Muscularis","Artery - Tibial_secretomics",19162
"Esophagus - Muscularis","Bladder_secretomics",1
"Esophagus - Muscularis","Brain - Amygdala_secretomics",8
"Esophagus - Muscularis","Brain - Anterior cingulate cortex (BA24)_secretomics",24
"Esophagus - Muscularis","Brain - Caudate (basal ganglia)_secretomics",18
"Esophagus - Muscularis","Brain - Cerebellar Hemisphere_secretomics",18
"Esophagus - Muscularis","Brain - Cerebellum_secretomics",62
"Esophagus - Muscularis","Brain - Cortex_secretomics",336
"Esophagus - Muscularis","Brain - Frontal Cortex (BA9)_secretomics",55
"Esophagus - Muscularis","Brain - Hippocampus_secretomics",8
"Esophagus - Muscularis","Brain - Hypothalamus_secretomics",15
"Esophagus - Muscularis","Brain - Nucleus accumbens (basal ganglia)_secretomics",35
"Esophagus - Muscularis","Brain - Putamen (basal ganglia)_secretomics",32
"Esophagus - Muscularis","Brain - Spinal cord (cervical c-1)_secretomics",27
"Esophagus - Muscularis","Brain - Substantia nigra_secretomics",5
"Esophagus - Muscularis","Breast - Mammary Tissue_secretomics",9639
"Esophagus - Muscularis","Cells - Cultured fibroblasts_secretomics",4768
"Esophagus - Muscularis","Cells - EBV-transformed lymphocytes_secretomics",13
"Esophagus - Muscularis","Cervix - Ectocervix_secretomics",0
"Esophagus - Muscularis","Cervix - Endocervix_secretomics",0
"Esophagus - Muscularis","Colon - Sigmoid_secretomics",9459
"Esophagus - Muscularis","Colon - Transverse_secretomics",7380
"Esophagus - Muscularis","Esophagus - Gastroesophageal Junction_secretomics",23336
"Esophagus - Muscularis","Esophagus - Mucosa_secretomics",31765
"Esophagus - Muscularis","Fallopian Tube_secretomics",0
"Esophagus - Muscularis","Heart - Atrial Appendage_secretomics",21800
"Esophagus - Muscularis","Heart - Left Ventricle_secretomics",41305
"Esophagus - Muscularis","Kidney - Cortex_secretomics",82
"Esophagus - Muscularis","Kidney - Medulla_secretomics",0
"Esophagus - Muscularis","Liver_secretomics",7249
"Esophagus - Muscularis","Lung_secretomics",30698
"Esophagus - Muscularis","Minor Salivary Gland_secretomics",119
"Esophagus - Muscularis","Muscle - Skeletal_secretomics",41006
"Esophagus - Muscularis","Nerve - Tibial_secretomics",29614
"Esophagus - Muscularis","Ovary_secretomics",657
"Esophagus - Muscularis","Pancreas_secretomics",8339
"Esophagus - Muscularis","Pituitary_secretomics",861
"Esophagus - Muscularis","Prostate_secretomics",3735
"Esophagus - Muscularis","Skin - Not Sun Exposed (Suprapubic)_secretomics",24718
"Esophagus - Muscularis","Skin - Sun Exposed (Lower leg)_secretomics",23403
"Esophagus - Muscularis","Small Intestine - Terminal Ileum_secretomics",593
"Esophagus - Muscularis","Spleen_secretomics",2264
"Esophagus - Muscularis","Stomach_secretomics",2869
"Esophagus - Muscularis","Testis_secretomics",21309
"Esophagus - Muscularis","Thyroid_secretomics",33428
"Esophagus - Muscularis","Uterus_secretomics",324
"Esophagus - Muscularis","Vagina_secretomics",296
"Esophagus - Muscularis","Whole Blood_secretomics",39841
"Fallopian Tube","Adipose - Subcutaneous_secretomics",0
"Fallopian Tube","Adipose - Visceral (Omentum)_secretomics",0
"Fallopian Tube","Adrenal Gland_secretomics",0
"Fallopian Tube","Artery - Aorta_secretomics",0
"Fallopian Tube","Artery - Coronary_secretomics",0
"Fallopian Tube","Artery - Tibial_secretomics",0
"Fallopian Tube","Bladder_secretomics",0
"Fallopian Tube","Brain - Amygdala_secretomics",0
"Fallopian Tube","Brain - Anterior cingulate cortex (BA24)_secretomics",0
"Fallopian Tube","Brain - Caudate (basal ganglia)_secretomics",0
"Fallopian Tube","Brain - Cerebellar Hemisphere_secretomics",0
"Fallopian Tube","Brain - Cerebellum_secretomics",0
"Fallopian Tube","Brain - Cortex_secretomics",0
"Fallopian Tube","Brain - Frontal Cortex (BA9)_secretomics",0
"Fallopian Tube","Brain - Hippocampus_secretomics",0
"Fallopian Tube","Brain - Hypothalamus_secretomics",0
"Fallopian Tube","Brain - Nucleus accumbens (basal ganglia)_secretomics",0
"Fallopian Tube","Brain - Putamen (basal ganglia)_secretomics",0
"Fallopian Tube","Brain - Spinal cord (cervical c-1)_secretomics",0
"Fallopian Tube","Brain - Substantia nigra_secretomics",0
"Fallopian Tube","Breast - Mammary Tissue_secretomics",0
"Fallopian Tube","Cells - Cultured fibroblasts_secretomics",0
"Fallopian Tube","Cells - EBV-transformed lymphocytes_secretomics",0
"Fallopian Tube","Cervix - Ectocervix_secretomics",0
"Fallopian Tube","Cervix - Endocervix_secretomics",0
"Fallopian Tube","Colon - Sigmoid_secretomics",0
"Fallopian Tube","Colon - Transverse_secretomics",0
"Fallopian Tube","Esophagus - Gastroesophageal Junction_secretomics",0
"Fallopian Tube","Esophagus - Mucosa_secretomics",0
"Fallopian Tube","Esophagus - Muscularis_secretomics",0
"Fallopian Tube","Heart - Atrial Appendage_secretomics",0
"Fallopian Tube","Heart - Left Ventricle_secretomics",0
"Fallopian Tube","Kidney - Cortex_secretomics",0
"Fallopian Tube","Kidney - Medulla_secretomics",0
"Fallopian Tube","Liver_secretomics",0
"Fallopian Tube","Lung_secretomics",0
"Fallopian Tube","Minor Salivary Gland_secretomics",0
"Fallopian Tube","Muscle - Skeletal_secretomics",0
"Fallopian Tube","Nerve - Tibial_secretomics",0
"Fallopian Tube","Ovary_secretomics",0
"Fallopian Tube","Pancreas_secretomics",0
"Fallopian Tube","Pituitary_secretomics",0
"Fallopian Tube","Prostate_secretomics",0
"Fallopian Tube","Skin - Not Sun Exposed (Suprapubic)_secretomics",0
"Fallopian Tube","Skin - Sun Exposed (Lower leg)_secretomics",0
"Fallopian Tube","Small Intestine - Terminal Ileum_secretomics",0
"Fallopian Tube","Spleen_secretomics",0
"Fallopian Tube","Stomach_secretomics",0
"Fallopian Tube","Testis_secretomics",0
"Fallopian Tube","Thyroid_secretomics",0
"Fallopian Tube","Uterus_secretomics",0
"Fallopian Tube","Vagina_secretomics",0
"Fallopian Tube","Whole Blood_secretomics",0
"Heart - Atrial Appendage","Adipose - Subcutaneous_secretomics",19350
"Heart - Atrial Appendage","Adipose - Visceral (Omentum)_secretomics",23438
"Heart - Atrial Appendage","Adrenal Gland_secretomics",5214
"Heart - Atrial Appendage","Artery - Aorta_secretomics",14456
"Heart - Atrial Appendage","Artery - Coronary_secretomics",3807
"Heart - Atrial Appendage","Artery - Tibial_secretomics",14790
"Heart - Atrial Appendage","Bladder_secretomics",0
"Heart - Atrial Appendage","Brain - Amygdala_secretomics",6
"Heart - Atrial Appendage","Brain - Anterior cingulate cortex (BA24)_secretomics",21
"Heart - Atrial Appendage","Brain - Caudate (basal ganglia)_secretomics",53
"Heart - Atrial Appendage","Brain - Cerebellar Hemisphere_secretomics",57
"Heart - Atrial Appendage","Brain - Cerebellum_secretomics",244
"Heart - Atrial Appendage","Brain - Cortex_secretomics",225
"Heart - Atrial Appendage","Brain - Frontal Cortex (BA9)_secretomics",44
"Heart - Atrial Appendage","Brain - Hippocampus_secretomics",19
"Heart - Atrial Appendage","Brain - Hypothalamus_secretomics",9
"Heart - Atrial Appendage","Brain - Nucleus accumbens (basal ganglia)_secretomics",29
"Heart - Atrial Appendage","Brain - Putamen (basal ganglia)_secretomics",43
"Heart - Atrial Appendage","Brain - Spinal cord (cervical c-1)_secretomics",43
"Heart - Atrial Appendage","Brain - Substantia nigra_secretomics",5
"Heart - Atrial Appendage","Breast - Mammary Tissue_secretomics",8120
"Heart - Atrial Appendage","Cells - Cultured fibroblasts_secretomics",7181
"Heart - Atrial Appendage","Cells - EBV-transformed lymphocytes_secretomics",490
"Heart - Atrial Appendage","Cervix - Ectocervix_secretomics",0
"Heart - Atrial Appendage","Cervix - Endocervix_secretomics",0
"Heart - Atrial Appendage","Colon - Sigmoid_secretomics",9856
"Heart - Atrial Appendage","Colon - Transverse_secretomics",4483
"Heart - Atrial Appendage","Esophagus - Gastroesophageal Junction_secretomics",13572
"Heart - Atrial Appendage","Esophagus - Mucosa_secretomics",12814
"Heart - Atrial Appendage","Esophagus - Muscularis_secretomics",18050
"Heart - Atrial Appendage","Fallopian Tube_secretomics",0
"Heart - Atrial Appendage","Heart - Left Ventricle_secretomics",42477
"Heart - Atrial Appendage","Kidney - Cortex_secretomics",101
"Heart - Atrial Appendage","Kidney - Medulla_secretomics",0
"Heart - Atrial Appendage","Liver_secretomics",5346
"Heart - Atrial Appendage","Lung_secretomics",19749
"Heart - Atrial Appendage","Minor Salivary Gland_secretomics",846
"Heart - Atrial Appendage","Muscle - Skeletal_secretomics",31518
"Heart - Atrial Appendage","Nerve - Tibial_secretomics",22800
"Heart - Atrial Appendage","Ovary_secretomics",1011
"Heart - Atrial Appendage","Pancreas_secretomics",3628
"Heart - Atrial Appendage","Pituitary_secretomics",1732
"Heart - Atrial Appendage","Prostate_secretomics",933
"Heart - Atrial Appendage","Skin - Not Sun Exposed (Suprapubic)_secretomics",27008
"Heart - Atrial Appendage","Skin - Sun Exposed (Lower leg)_secretomics",19061
"Heart - Atrial Appendage","Small Intestine - Terminal Ileum_secretomics",212
"Heart - Atrial Appendage","Spleen_secretomics",944
"Heart - Atrial Appendage","Stomach_secretomics",1004
"Heart - Atrial Appendage","Testis_secretomics",12425
"Heart - Atrial Appendage","Thyroid_secretomics",27542
"Heart - Atrial Appendage","Uterus_secretomics",417
"Heart - Atrial Appendage","Vagina_secretomics",264
"Heart - Atrial Appendage","Whole Blood_secretomics",38087
"Heart - Left Ventricle","Adipose - Subcutaneous_secretomics",36700
"Heart - Left Ventricle","Adipose - Visceral (Omentum)_secretomics",34553
"Heart - Left Ventricle","Adrenal Gland_secretomics",21136
"Heart - Left Ventricle","Artery - Aorta_secretomics",34875
"Heart - Left Ventricle","Artery - Coronary_secretomics",10044
"Heart - Left Ventricle","Artery - Tibial_secretomics",27754
"Heart - Left Ventricle","Bladder_secretomics",1
"Heart - Left Ventricle","Brain - Amygdala_secretomics",25
"Heart - Left Ventricle","Brain - Anterior cingulate cortex (BA24)_secretomics",26
"Heart - Left Ventricle","Brain - Caudate (basal ganglia)_secretomics",45
"Heart - Left Ventricle","Brain - Cerebellar Hemisphere_secretomics",11
"Heart - Left Ventricle","Brain - Cerebellum_secretomics",167
"Heart - Left Ventricle","Brain - Cortex_secretomics",167
"Heart - Left Ventricle","Brain - Frontal Cortex (BA9)_secretomics",28
"Heart - Left Ventricle","Brain - Hippocampus_secretomics",20
"Heart - Left Ventricle","Brain - Hypothalamus_secretomics",3
"Heart - Left Ventricle","Brain - Nucleus accumbens (basal ganglia)_secretomics",24
"Heart - Left Ventricle","Brain - Putamen (basal ganglia)_secretomics",48
